Date,Year,Month,Day,category,Forecasted_Amount,Actual_Amount,SalesAndforecast_difference,PRoduct_Sales_Condition
2023-06-07,2023,June,Wednesday,Utilities,354,366,12,Above_Forecast
2023-06-07,2023,June,Wednesday,Marketing,403,387,-16,Below_Forecast
2023-06-08,2023,June,Thursday,"Coffee Sales",344,319,-25,Below_Forecast
2023-06-08,2023,June,Thursday,"Food Sales",335,315,-20,Below_Forecast
2023-06-08,2023,June,Thursday,"Ingredients Cost",209,218,9,Above_Forecast
2023-06-08,2023,June,Thursday,Labor,155,168,13,Above_Forecast
2023-06-08,2023,June,Thursday,Rent,216,209,-7,Below_Forecast
2023-06-08,2023,June,Thursday,Utilities,449,417,-32,Below_Forecast
2023-06-08,2023,June,Thursday,Marketing,261,253,-8,Below_Forecast
2023-06-09,2023,June,Friday,"Coffee Sales",543,512,-31,Below_Forecast
2023-06-09,2023,June,Friday,"Food Sales",452,438,-14,Below_Forecast
2023-06-09,2023,June,Friday,"Ingredients Cost",327,359,32,Above_Forecast
2023-06-09,2023,June,Friday,Labor,269,267,-2,Below_Forecast
2023-06-09,2023,June,Friday,Rent,498,472,-26,Below_Forecast
2023-06-09,2023,June,Friday,Utilities,221,221,0,Above_Forecast
2023-06-09,2023,June,Friday,Marketing,131,136,5,Above_Forecast
2023-06-10,2023,June,Saturday,"Coffee Sales",862,799,-63,Below_Forecast
2023-06-10,2023,June,Saturday,"Food Sales",713,667,-46,Below_Forecast
2023-06-10,2023,June,Saturday,"Ingredients Cost",250,226,-24,Below_Forecast
2023-06-10,2023,June,Saturday,Labor,186,199,13,Above_Forecast
2023-06-10,2023,June,Saturday,Rent,166,178,12,Above_Forecast
2023-06-10,2023,June,Saturday,Utilities,469,491,22,Above_Forecast
2023-06-10,2023,June,Saturday,Marketing,469,478,9,Above_Forecast
2023-06-11,2023,June,Sunday,"Coffee Sales",775,713,-62,Below_Forecast
2023-06-11,2023,June,Sunday,"Food Sales",450,478,28,Above_Forecast
2023-06-11,2023,June,Sunday,"Ingredients Cost",251,265,14,Above_Forecast
2023-06-11,2023,June,Sunday,Labor,307,290,-17,Below_Forecast
2023-06-11,2023,June,Sunday,Rent,352,385,33,Above_Forecast
2023-06-11,2023,June,Sunday,Utilities,286,308,22,Above_Forecast
2023-06-11,2023,June,Sunday,Marketing,440,448,8,Above_Forecast
2023-06-12,2023,June,Monday,"Coffee Sales",453,411,-42,Below_Forecast
2023-06-12,2023,June,Monday,"Food Sales",429,446,17,Above_Forecast
2023-06-12,2023,June,Monday,"Ingredients Cost",381,404,23,Above_Forecast
2023-06-12,2023,June,Monday,Labor,424,437,13,Above_Forecast
2023-06-12,2023,June,Monday,Rent,355,347,-8,Below_Forecast
2023-06-12,2023,June,Monday,Utilities,371,366,-5,Below_Forecast
2023-06-12,2023,June,Monday,Marketing,102,109,7,Above_Forecast
2023-06-13,2023,June,Tuesday,"Coffee Sales",701,643,-58,Below_Forecast
2023-06-13,2023,June,Tuesday,"Food Sales",947,925,-22,Below_Forecast
2023-06-13,2023,June,Tuesday,"Ingredients Cost",324,354,30,Above_Forecast
2023-06-13,2023,June,Tuesday,Labor,346,311,-35,Below_Forecast
2023-06-13,2023,June,Tuesday,Rent,309,305,-4,Below_Forecast
2023-06-13,2023,June,Tuesday,Utilities,301,324,23,Above_Forecast
2023-06-13,2023,June,Tuesday,Marketing,346,321,-25,Below_Forecast
2023-06-14,2023,June,Wednesday,"Coffee Sales",460,497,37,Above_Forecast
2023-06-14,2023,June,Wednesday,"Food Sales",624,680,56,Above_Forecast
2023-06-14,2023,June,Wednesday,"Ingredients Cost",454,443,-11,Below_Forecast
2023-06-14,2023,June,Wednesday,Labor,406,393,-13,Below_Forecast
2023-06-14,2023,June,Wednesday,Rent,266,266,0,Above_Forecast
2023-06-14,2023,June,Wednesday,Utilities,404,442,38,Above_Forecast
2023-06-14,2023,June,Wednesday,Marketing,417,389,-28,Below_Forecast
2023-06-15,2023,June,Thursday,"Coffee Sales",223,200,-23,Below_Forecast
2023-06-15,2023,June,Thursday,"Food Sales",852,864,12,Above_Forecast
2023-06-15,2023,June,Thursday,"Ingredients Cost",220,203,-17,Below_Forecast
2023-06-15,2023,June,Thursday,Labor,104,107,3,Above_Forecast
2023-06-15,2023,June,Thursday,Rent,380,373,-7,Below_Forecast
2023-06-15,2023,June,Thursday,Utilities,171,174,3,Above_Forecast
2023-06-15,2023,June,Thursday,Marketing,133,141,8,Above_Forecast
2023-06-16,2023,June,Friday,"Coffee Sales",283,265,-18,Below_Forecast
2023-06-16,2023,June,Friday,"Food Sales",243,258,15,Above_Forecast
2023-06-16,2023,June,Friday,"Ingredients Cost",217,230,13,Above_Forecast
2023-06-16,2023,June,Friday,Labor,240,225,-15,Below_Forecast
2023-06-16,2023,June,Friday,Rent,274,291,17,Above_Forecast
2023-06-16,2023,June,Friday,Utilities,448,490,42,Above_Forecast
2023-06-16,2023,June,Friday,Marketing,328,339,11,Above_Forecast
2023-06-17,2023,June,Saturday,"Coffee Sales",306,277,-29,Below_Forecast
2023-06-17,2023,June,Saturday,"Food Sales",761,804,43,Above_Forecast
2023-06-17,2023,June,Saturday,"Ingredients Cost",193,187,-6,Below_Forecast
2023-06-17,2023,June,Saturday,Labor,300,309,9,Above_Forecast
2023-06-17,2023,June,Saturday,Rent,389,350,-39,Below_Forecast
2023-06-17,2023,June,Saturday,Utilities,102,93,-9,Below_Forecast
2023-06-17,2023,June,Saturday,Marketing,470,484,14,Above_Forecast
2023-06-18,2023,June,Sunday,"Coffee Sales",633,668,35,Above_Forecast
2023-06-18,2023,June,Sunday,"Food Sales",430,387,-43,Below_Forecast
2023-06-18,2023,June,Sunday,"Ingredients Cost",252,237,-15,Below_Forecast
2023-06-18,2023,June,Sunday,Labor,209,200,-9,Below_Forecast
2023-06-18,2023,June,Sunday,Rent,290,281,-9,Below_Forecast
2023-06-18,2023,June,Sunday,Utilities,408,374,-34,Below_Forecast
2023-06-18,2023,June,Sunday,Marketing,403,407,4,Above_Forecast
2023-06-19,2023,June,Monday,"Coffee Sales",765,820,55,Above_Forecast
2023-06-19,2023,June,Monday,"Food Sales",253,263,10,Above_Forecast
2023-06-19,2023,June,Monday,"Ingredients Cost",293,287,-6,Below_Forecast
2023-06-19,2023,June,Monday,Labor,344,317,-27,Below_Forecast
2023-06-19,2023,June,Monday,Rent,265,277,12,Above_Forecast
2023-06-19,2023,June,Monday,Utilities,393,383,-10,Below_Forecast
2023-06-19,2023,June,Monday,Marketing,360,327,-33,Below_Forecast
2023-06-20,2023,June,Tuesday,"Coffee Sales",526,562,36,Above_Forecast
2023-06-20,2023,June,Tuesday,"Food Sales",627,570,-57,Below_Forecast
2023-06-20,2023,June,Tuesday,"Ingredients Cost",305,334,29,Above_Forecast
2023-06-20,2023,June,Tuesday,Labor,405,394,-11,Below_Forecast
2023-06-20,2023,June,Tuesday,Rent,437,430,-7,Below_Forecast
2023-06-20,2023,June,Tuesday,Utilities,273,296,23,Above_Forecast
2023-06-20,2023,June,Tuesday,Marketing,352,373,21,Above_Forecast
2023-06-21,2023,June,Wednesday,"Coffee Sales",280,265,-15,Below_Forecast
2023-06-21,2023,June,Wednesday,"Food Sales",737,721,-16,Below_Forecast
2023-06-21,2023,June,Wednesday,"Ingredients Cost",271,277,6,Above_Forecast
2023-06-21,2023,June,Wednesday,Labor,286,268,-18,Below_Forecast
2023-06-21,2023,June,Wednesday,Rent,181,173,-8,Below_Forecast
2023-06-21,2023,June,Wednesday,Utilities,248,228,-20,Below_Forecast
2023-06-21,2023,June,Wednesday,Marketing,330,352,22,Above_Forecast
2023-06-22,2023,June,Thursday,"Coffee Sales",257,238,-19,Below_Forecast
2023-06-22,2023,June,Thursday,"Food Sales",957,980,23,Above_Forecast
2023-06-22,2023,June,Thursday,"Ingredients Cost",293,268,-25,Below_Forecast
2023-06-22,2023,June,Thursday,Labor,209,216,7,Above_Forecast
2023-06-22,2023,June,Thursday,Rent,473,448,-25,Below_Forecast
2023-06-22,2023,June,Thursday,Utilities,122,133,11,Above_Forecast
2023-06-22,2023,June,Thursday,Marketing,442,444,2,Above_Forecast
2023-06-23,2023,June,Friday,"Coffee Sales",414,448,34,Above_Forecast
2023-06-23,2023,June,Friday,"Food Sales",204,207,3,Above_Forecast
2023-06-23,2023,June,Friday,"Ingredients Cost",351,379,28,Above_Forecast
2023-06-23,2023,June,Friday,Labor,235,235,0,Above_Forecast
2023-06-23,2023,June,Friday,Rent,494,492,-2,Below_Forecast
2023-06-23,2023,June,Friday,Utilities,335,339,4,Above_Forecast
2023-06-23,2023,June,Friday,Marketing,130,141,11,Above_Forecast
2023-06-24,2023,June,Saturday,"Coffee Sales",598,552,-46,Below_Forecast
2023-06-24,2023,June,Saturday,"Food Sales",967,1030,63,Above_Forecast
2023-06-24,2023,June,Saturday,"Ingredients Cost",360,332,-28,Below_Forecast
2023-06-24,2023,June,Saturday,Labor,152,156,4,Above_Forecast
2023-06-24,2023,June,Saturday,Rent,259,259,0,Above_Forecast
2023-06-24,2023,June,Saturday,Utilities,245,221,-24,Below_Forecast
2023-06-24,2023,June,Saturday,Marketing,242,221,-21,Below_Forecast
2023-06-25,2023,June,Sunday,"Coffee Sales",873,785,-88,Below_Forecast
2023-06-25,2023,June,Sunday,"Food Sales",256,275,19,Above_Forecast
2023-06-25,2023,June,Sunday,"Ingredients Cost",427,444,17,Above_Forecast
2023-06-25,2023,June,Sunday,Labor,449,470,21,Above_Forecast
2023-06-25,2023,June,Sunday,Rent,367,340,-27,Below_Forecast
2023-06-25,2023,June,Sunday,Utilities,191,177,-14,Below_Forecast
2023-06-25,2023,June,Sunday,Marketing,230,220,-10,Below_Forecast
2023-06-26,2023,June,Monday,"Coffee Sales",302,290,-12,Below_Forecast
2023-06-26,2023,June,Monday,"Food Sales",899,818,-81,Below_Forecast
2023-06-26,2023,June,Monday,"Ingredients Cost",364,395,31,Above_Forecast
2023-06-26,2023,June,Monday,Labor,140,139,-1,Below_Forecast
2023-06-26,2023,June,Monday,Rent,226,222,-4,Below_Forecast
2023-06-26,2023,June,Monday,Utilities,172,172,0,Above_Forecast
2023-06-26,2023,June,Monday,Marketing,389,376,-13,Below_Forecast
2023-06-27,2023,June,Tuesday,"Coffee Sales",812,767,-45,Below_Forecast
2023-06-27,2023,June,Tuesday,"Food Sales",653,677,24,Above_Forecast
2023-06-27,2023,June,Tuesday,"Ingredients Cost",494,496,2,Above_Forecast
2023-06-27,2023,June,Tuesday,Labor,434,426,-8,Below_Forecast
2023-06-27,2023,June,Tuesday,Rent,276,258,-18,Below_Forecast
2023-06-27,2023,June,Tuesday,Utilities,500,511,11,Above_Forecast
2023-06-27,2023,June,Tuesday,Marketing,431,438,7,Above_Forecast
2023-06-28,2023,June,Wednesday,"Coffee Sales",376,393,17,Above_Forecast
2023-06-28,2023,June,Wednesday,"Food Sales",496,494,-2,Below_Forecast
2023-06-28,2023,June,Wednesday,"Ingredients Cost",417,395,-22,Below_Forecast
2023-06-28,2023,June,Wednesday,Labor,498,467,-31,Below_Forecast
2023-06-28,2023,June,Wednesday,Rent,383,393,10,Above_Forecast
2023-06-28,2023,June,Wednesday,Utilities,119,115,-4,Below_Forecast
2023-06-28,2023,June,Wednesday,Marketing,158,144,-14,Below_Forecast
2023-06-29,2023,June,Thursday,"Coffee Sales",233,245,12,Above_Forecast
2023-06-29,2023,June,Thursday,"Food Sales",529,558,29,Above_Forecast
2023-06-29,2023,June,Thursday,"Ingredients Cost",273,247,-26,Below_Forecast
2023-06-29,2023,June,Thursday,Labor,101,94,-7,Below_Forecast
2023-06-29,2023,June,Thursday,Rent,230,241,11,Above_Forecast
2023-06-29,2023,June,Thursday,Utilities,485,528,43,Above_Forecast
2023-06-29,2023,June,Thursday,Marketing,354,327,-27,Below_Forecast
2023-06-30,2023,June,Friday,"Coffee Sales",269,277,8,Above_Forecast
2023-06-30,2023,June,Friday,"Food Sales",568,515,-53,Below_Forecast
2023-06-30,2023,June,Friday,"Ingredients Cost",370,333,-37,Below_Forecast
2023-06-30,2023,June,Friday,Labor,436,446,10,Above_Forecast
2023-06-30,2023,June,Friday,Rent,299,273,-26,Below_Forecast
2023-06-30,2023,June,Friday,Utilities,360,343,-17,Below_Forecast
2023-06-30,2023,June,Friday,Marketing,170,173,3,Above_Forecast
2023-07-01,2023,July,Saturday,"Coffee Sales",828,773,-55,Below_Forecast
2023-07-01,2023,July,Saturday,"Food Sales",799,729,-70,Below_Forecast
2023-07-01,2023,July,Saturday,"Ingredients Cost",374,355,-19,Below_Forecast
2023-07-01,2023,July,Saturday,Labor,326,329,3,Above_Forecast
2023-07-01,2023,July,Saturday,Rent,442,460,18,Above_Forecast
2023-07-01,2023,July,Saturday,Utilities,403,413,10,Above_Forecast
2023-07-01,2023,July,Saturday,Marketing,128,116,-12,Below_Forecast
2023-07-02,2023,July,Sunday,"Coffee Sales",824,742,-82,Below_Forecast
2023-07-02,2023,July,Sunday,"Food Sales",219,200,-19,Below_Forecast
2023-07-02,2023,July,Sunday,"Ingredients Cost",448,442,-6,Below_Forecast
2023-07-02,2023,July,Sunday,Labor,491,452,-39,Below_Forecast
2023-07-02,2023,July,Sunday,Rent,103,98,-5,Below_Forecast
2023-07-02,2023,July,Sunday,Utilities,228,242,14,Above_Forecast
2023-07-02,2023,July,Sunday,Marketing,461,480,19,Above_Forecast
2023-07-03,2023,July,Monday,"Coffee Sales",550,567,17,Above_Forecast
2023-07-03,2023,July,Monday,"Food Sales",293,316,23,Above_Forecast
2023-07-03,2023,July,Monday,"Ingredients Cost",106,109,3,Above_Forecast
2023-07-03,2023,July,Monday,Labor,397,390,-7,Below_Forecast
2023-07-03,2023,July,Monday,Rent,196,178,-18,Below_Forecast
2023-07-03,2023,July,Monday,Utilities,373,359,-14,Below_Forecast
2023-07-03,2023,July,Monday,Marketing,337,333,-4,Below_Forecast
2023-07-04,2023,July,Tuesday,"Coffee Sales",738,802,64,Above_Forecast
2023-07-04,2023,July,Tuesday,"Food Sales",500,453,-47,Below_Forecast
2023-07-04,2023,July,Tuesday,"Ingredients Cost",162,163,1,Above_Forecast
2023-07-04,2023,July,Tuesday,Labor,383,418,35,Above_Forecast
2023-07-04,2023,July,Tuesday,Rent,275,275,0,Above_Forecast
2023-07-04,2023,July,Tuesday,Utilities,186,195,9,Above_Forecast
2023-07-04,2023,July,Tuesday,Marketing,468,430,-38,Below_Forecast
2023-07-05,2023,July,Wednesday,"Coffee Sales",383,411,28,Above_Forecast
2023-07-05,2023,July,Wednesday,"Food Sales",867,820,-47,Below_Forecast
2023-07-05,2023,July,Wednesday,"Ingredients Cost",496,515,19,Above_Forecast
2023-07-05,2023,July,Wednesday,Labor,242,263,21,Above_Forecast
2023-07-05,2023,July,Wednesday,Rent,321,300,-21,Below_Forecast
2023-07-05,2023,July,Wednesday,Utilities,106,110,4,Above_Forecast
2023-07-05,2023,July,Wednesday,Marketing,413,396,-17,Below_Forecast
2023-07-06,2023,July,Thursday,"Coffee Sales",995,1012,17,Above_Forecast
2023-07-06,2023,July,Thursday,"Food Sales",360,364,4,Above_Forecast
2023-07-06,2023,July,Thursday,"Ingredients Cost",336,344,8,Above_Forecast
2023-07-06,2023,July,Thursday,Labor,372,340,-32,Below_Forecast
2023-07-06,2023,July,Thursday,Rent,310,318,8,Above_Forecast
2023-07-06,2023,July,Thursday,Utilities,406,374,-32,Below_Forecast
2023-07-06,2023,July,Thursday,Marketing,274,285,11,Above_Forecast
2023-07-07,2023,July,Friday,"Coffee Sales",329,334,5,Above_Forecast
2023-07-07,2023,July,Friday,"Food Sales",930,982,52,Above_Forecast
2023-07-07,2023,July,Friday,"Ingredients Cost",388,359,-29,Below_Forecast
2023-07-07,2023,July,Friday,Labor,454,454,0,Above_Forecast
2023-07-07,2023,July,Friday,Rent,444,426,-18,Below_Forecast
2023-07-07,2023,July,Friday,Utilities,460,441,-19,Below_Forecast
2023-07-07,2023,July,Friday,Marketing,191,201,10,Above_Forecast
2023-07-08,2023,July,Saturday,"Coffee Sales",624,659,35,Above_Forecast
2023-07-08,2023,July,Saturday,"Food Sales",711,741,30,Above_Forecast
2023-07-08,2023,July,Saturday,"Ingredients Cost",222,238,16,Above_Forecast
2023-07-08,2023,July,Saturday,Labor,127,121,-6,Below_Forecast
2023-07-08,2023,July,Saturday,Rent,297,291,-6,Below_Forecast
2023-07-08,2023,July,Saturday,Utilities,494,476,-18,Below_Forecast
2023-07-08,2023,July,Saturday,Marketing,187,203,16,Above_Forecast
2023-07-09,2023,July,Sunday,"Coffee Sales",996,1087,91,Above_Forecast
2023-07-09,2023,July,Sunday,"Food Sales",903,854,-49,Below_Forecast
2023-07-09,2023,July,Sunday,"Ingredients Cost",468,469,1,Above_Forecast
2023-07-09,2023,July,Sunday,Labor,424,446,22,Above_Forecast
2023-07-09,2023,July,Sunday,Rent,148,133,-15,Below_Forecast
2023-07-09,2023,July,Sunday,Utilities,172,179,7,Above_Forecast
2023-07-09,2023,July,Sunday,Marketing,424,445,21,Above_Forecast
2023-07-10,2023,July,Monday,"Coffee Sales",210,227,17,Above_Forecast
2023-07-10,2023,July,Monday,"Food Sales",569,539,-30,Below_Forecast
2023-07-10,2023,July,Monday,"Ingredients Cost",306,303,-3,Below_Forecast
2023-07-10,2023,July,Monday,Labor,245,227,-18,Below_Forecast
2023-07-10,2023,July,Monday,Rent,495,447,-48,Below_Forecast
2023-07-10,2023,July,Monday,Utilities,121,118,-3,Below_Forecast
2023-07-10,2023,July,Monday,Marketing,344,338,-6,Below_Forecast
2023-07-11,2023,July,Tuesday,"Coffee Sales",347,374,27,Above_Forecast
2023-07-11,2023,July,Tuesday,"Food Sales",476,504,28,Above_Forecast
2023-07-11,2023,July,Tuesday,"Ingredients Cost",195,175,-20,Below_Forecast
2023-07-11,2023,July,Tuesday,Labor,486,521,35,Above_Forecast
2023-07-11,2023,July,Tuesday,Rent,278,256,-22,Below_Forecast
2023-07-11,2023,July,Tuesday,Utilities,288,301,13,Above_Forecast
2023-07-11,2023,July,Tuesday,Marketing,254,237,-17,Below_Forecast
2023-07-12,2023,July,Wednesday,"Coffee Sales",239,242,3,Above_Forecast
2023-07-12,2023,July,Wednesday,"Food Sales",622,562,-60,Below_Forecast
2023-07-12,2023,July,Wednesday,"Ingredients Cost",476,511,35,Above_Forecast
2023-07-12,2023,July,Wednesday,Labor,397,365,-32,Below_Forecast
2023-07-12,2023,July,Wednesday,Rent,441,424,-17,Below_Forecast
2023-07-12,2023,July,Wednesday,Utilities,139,151,12,Above_Forecast
2023-07-12,2023,July,Wednesday,Marketing,356,356,0,Above_Forecast
2023-07-13,2023,July,Thursday,"Coffee Sales",721,680,-41,Below_Forecast
2023-07-13,2023,July,Thursday,"Food Sales",244,255,11,Above_Forecast
2023-07-13,2023,July,Thursday,"Ingredients Cost",247,237,-10,Below_Forecast
2023-07-13,2023,July,Thursday,Labor,242,235,-7,Below_Forecast
2023-07-13,2023,July,Thursday,Rent,177,167,-10,Below_Forecast
2023-07-13,2023,July,Thursday,Utilities,463,489,26,Above_Forecast
2023-07-13,2023,July,Thursday,Marketing,478,522,44,Above_Forecast
2023-07-14,2023,July,Friday,"Coffee Sales",278,255,-23,Below_Forecast
2023-07-14,2023,July,Friday,"Food Sales",497,544,47,Above_Forecast
2023-07-14,2023,July,Friday,"Ingredients Cost",166,173,7,Above_Forecast
2023-07-14,2023,July,Friday,Labor,150,140,-10,Below_Forecast
2023-07-14,2023,July,Friday,Rent,296,306,10,Above_Forecast
2023-07-14,2023,July,Friday,Utilities,202,215,13,Above_Forecast
2023-07-14,2023,July,Friday,Marketing,385,394,9,Above_Forecast
2023-07-15,2023,July,Saturday,"Coffee Sales",269,258,-11,Below_Forecast
2023-07-15,2023,July,Saturday,"Food Sales",693,733,40,Above_Forecast
2023-07-15,2023,July,Saturday,"Ingredients Cost",436,449,13,Above_Forecast
2023-07-15,2023,July,Saturday,Labor,265,270,5,Above_Forecast
2023-07-15,2023,July,Saturday,Rent,460,499,39,Above_Forecast
2023-07-15,2023,July,Saturday,Utilities,486,474,-12,Below_Forecast
2023-07-15,2023,July,Saturday,Marketing,173,189,16,Above_Forecast
2023-07-16,2023,July,Sunday,"Coffee Sales",949,904,-45,Below_Forecast
2023-07-16,2023,July,Sunday,"Food Sales",314,334,20,Above_Forecast
2023-07-16,2023,July,Sunday,"Ingredients Cost",307,284,-23,Below_Forecast
2023-07-16,2023,July,Sunday,Labor,437,429,-8,Below_Forecast
2023-07-16,2023,July,Sunday,Rent,202,203,1,Above_Forecast
2023-07-16,2023,July,Sunday,Utilities,351,353,2,Above_Forecast
2023-07-16,2023,July,Sunday,Marketing,313,309,-4,Below_Forecast
2023-07-17,2023,July,Monday,"Coffee Sales",612,611,-1,Below_Forecast
2023-07-17,2023,July,Monday,"Food Sales",563,529,-34,Below_Forecast
2023-07-17,2023,July,Monday,"Ingredients Cost",415,439,24,Above_Forecast
2023-07-17,2023,July,Monday,Labor,342,312,-30,Below_Forecast
2023-07-17,2023,July,Monday,Rent,105,112,7,Above_Forecast
2023-07-17,2023,July,Monday,Utilities,316,322,6,Above_Forecast
2023-07-17,2023,July,Monday,Marketing,307,313,6,Above_Forecast
2023-07-18,2023,July,Tuesday,"Coffee Sales",840,795,-45,Below_Forecast
2023-07-18,2023,July,Tuesday,"Food Sales",521,567,46,Above_Forecast
2023-07-18,2023,July,Tuesday,"Ingredients Cost",280,279,-1,Below_Forecast
2023-07-18,2023,July,Tuesday,Labor,309,315,6,Above_Forecast
2023-07-18,2023,July,Tuesday,Rent,295,316,21,Above_Forecast
2023-07-18,2023,July,Tuesday,Utilities,435,430,-5,Below_Forecast
2023-07-18,2023,July,Tuesday,Marketing,305,312,7,Above_Forecast
2023-07-19,2023,July,Wednesday,"Coffee Sales",556,542,-14,Below_Forecast
2023-07-19,2023,July,Wednesday,"Food Sales",595,621,26,Above_Forecast
2023-07-19,2023,July,Wednesday,"Ingredients Cost",400,409,9,Above_Forecast
2023-07-19,2023,July,Wednesday,Labor,426,423,-3,Below_Forecast
2023-07-19,2023,July,Wednesday,Rent,107,99,-8,Below_Forecast
2023-07-19,2023,July,Wednesday,Utilities,336,355,19,Above_Forecast
2023-07-19,2023,July,Wednesday,Marketing,285,286,1,Above_Forecast
2023-07-20,2023,July,Thursday,"Coffee Sales",986,1042,56,Above_Forecast
2023-07-20,2023,July,Thursday,"Food Sales",203,202,-1,Below_Forecast
2023-07-20,2023,July,Thursday,"Ingredients Cost",249,228,-21,Below_Forecast
2023-07-20,2023,July,Thursday,Labor,438,480,42,Above_Forecast
2023-07-20,2023,July,Thursday,Rent,500,478,-22,Below_Forecast
2023-07-20,2023,July,Thursday,Utilities,343,329,-14,Below_Forecast
2023-07-20,2023,July,Thursday,Marketing,281,299,18,Above_Forecast
2023-07-21,2023,July,Friday,"Coffee Sales",529,537,8,Above_Forecast
2023-07-21,2023,July,Friday,"Food Sales",356,331,-25,Below_Forecast
2023-07-21,2023,July,Friday,"Ingredients Cost",498,480,-18,Below_Forecast
2023-07-21,2023,July,Friday,Labor,290,318,28,Above_Forecast
2023-07-21,2023,July,Friday,Rent,407,431,24,Above_Forecast
2023-07-21,2023,July,Friday,Utilities,412,385,-27,Below_Forecast
2023-07-21,2023,July,Friday,Marketing,307,311,4,Above_Forecast
2023-07-22,2023,July,Saturday,"Coffee Sales",624,597,-27,Below_Forecast
2023-07-22,2023,July,Saturday,"Food Sales",688,751,63,Above_Forecast
2023-07-22,2023,July,Saturday,"Ingredients Cost",126,120,-6,Below_Forecast
2023-07-22,2023,July,Saturday,Labor,318,298,-20,Below_Forecast
2023-07-22,2023,July,Saturday,Rent,405,377,-28,Below_Forecast
2023-07-22,2023,July,Saturday,Utilities,364,357,-7,Below_Forecast
2023-07-22,2023,July,Saturday,Marketing,397,432,35,Above_Forecast
2023-07-23,2023,July,Sunday,"Coffee Sales",954,1041,87,Above_Forecast
2023-07-23,2023,July,Sunday,"Food Sales",787,777,-10,Below_Forecast
2023-07-23,2023,July,Sunday,"Ingredients Cost",398,401,3,Above_Forecast
2023-07-23,2023,July,Sunday,Labor,322,326,4,Above_Forecast
2023-07-23,2023,July,Sunday,Rent,389,365,-24,Below_Forecast
2023-07-23,2023,July,Sunday,Utilities,139,150,11,Above_Forecast
2023-07-23,2023,July,Sunday,Marketing,337,338,1,Above_Forecast
2023-07-24,2023,July,Monday,"Coffee Sales",434,427,-7,Below_Forecast
2023-07-24,2023,July,Monday,"Food Sales",599,639,40,Above_Forecast
2023-07-24,2023,July,Monday,"Ingredients Cost",216,205,-11,Below_Forecast
2023-07-24,2023,July,Monday,Labor,267,270,3,Above_Forecast
2023-07-24,2023,July,Monday,Rent,337,352,15,Above_Forecast
2023-07-24,2023,July,Monday,Utilities,458,420,-38,Below_Forecast
2023-07-24,2023,July,Monday,Marketing,419,424,5,Above_Forecast
2023-07-25,2023,July,Tuesday,"Coffee Sales",850,816,-34,Below_Forecast
2023-07-25,2023,July,Tuesday,"Food Sales",716,762,46,Above_Forecast
2023-07-25,2023,July,Tuesday,"Ingredients Cost",441,415,-26,Below_Forecast
2023-07-25,2023,July,Tuesday,Labor,426,451,25,Above_Forecast
2023-07-25,2023,July,Tuesday,Rent,215,235,20,Above_Forecast
2023-07-25,2023,July,Tuesday,Utilities,382,395,13,Above_Forecast
2023-07-25,2023,July,Tuesday,Marketing,167,180,13,Above_Forecast
2023-07-26,2023,July,Wednesday,"Coffee Sales",836,763,-73,Below_Forecast
2023-07-26,2023,July,Wednesday,"Food Sales",529,551,22,Above_Forecast
2023-07-26,2023,July,Wednesday,"Ingredients Cost",212,208,-4,Below_Forecast
2023-07-26,2023,July,Wednesday,Labor,182,200,18,Above_Forecast
2023-07-26,2023,July,Wednesday,Rent,244,242,-2,Below_Forecast
2023-07-26,2023,July,Wednesday,Utilities,479,495,16,Above_Forecast
2023-07-26,2023,July,Wednesday,Marketing,119,116,-3,Below_Forecast
2023-07-27,2023,July,Thursday,"Coffee Sales",904,910,6,Above_Forecast
2023-07-27,2023,July,Thursday,"Food Sales",803,809,6,Above_Forecast
2023-07-27,2023,July,Thursday,"Ingredients Cost",260,276,16,Above_Forecast
2023-07-27,2023,July,Thursday,Labor,194,206,12,Above_Forecast
2023-07-27,2023,July,Thursday,Rent,478,498,20,Above_Forecast
2023-07-27,2023,July,Thursday,Utilities,392,391,-1,Below_Forecast
2023-07-27,2023,July,Thursday,Marketing,451,413,-38,Below_Forecast
2023-07-28,2023,July,Friday,"Coffee Sales",714,750,36,Above_Forecast
2023-07-28,2023,July,Friday,"Food Sales",762,788,26,Above_Forecast
2023-07-28,2023,July,Friday,"Ingredients Cost",257,261,4,Above_Forecast
2023-07-28,2023,July,Friday,Labor,499,481,-18,Below_Forecast
2023-07-28,2023,July,Friday,Rent,471,487,16,Above_Forecast
2023-07-28,2023,July,Friday,Utilities,345,367,22,Above_Forecast
2023-07-28,2023,July,Friday,Marketing,175,161,-14,Below_Forecast
2023-07-29,2023,July,Saturday,"Coffee Sales",865,894,29,Above_Forecast
2023-07-29,2023,July,Saturday,"Food Sales",475,487,12,Above_Forecast
2023-07-29,2023,July,Saturday,"Ingredients Cost",226,242,16,Above_Forecast
2023-07-29,2023,July,Saturday,Labor,213,232,19,Above_Forecast
2023-07-29,2023,July,Saturday,Rent,353,380,27,Above_Forecast
2023-07-29,2023,July,Saturday,Utilities,493,463,-30,Below_Forecast
2023-07-29,2023,July,Saturday,Marketing,208,226,18,Above_Forecast
2023-07-30,2023,July,Sunday,"Coffee Sales",302,331,29,Above_Forecast
2023-07-30,2023,July,Sunday,"Food Sales",985,921,-64,Below_Forecast
2023-07-30,2023,July,Sunday,"Ingredients Cost",275,260,-15,Below_Forecast
